ID_Cliente,Nombre,Correo,Telefono,Direccion,Metodo_Pago_ID
CLI00428,Leonardo Diana Montes Garza,maria-del-carmencalderon@example.com,937-329-9055x0719,"Cerrada Quintana Roo 861 Edif. 383 , Depto. 724, Aguascalientes, Ags.San David los bajos, PUE 63060-8374",MPGO03
CLI00429,Óscar Ramón Solorio Polanco,mauro49@example.net,1-605-605-5006,"Ampliación Aguascalientes 082 Edif. 039 , Depto. 955, Aguascalientes, Ags.Vieja Letonia, TAMPS 81082",MPGO04
CLI00430,Elvira Abreu Tello,naranjogerardo@example.net,154.116.6142,"Callejón Norte Limón 361 970, Aguascalientes, Ags.San Pedro los altos, SLP 31371-3046",MPGO02
CLI00431,Julio César Gollum Rodríguez,carrascogeorgina@example.org,136.860.5575x114,"Cerrada Iraq 154 Edif. 986 , Depto. 972, Aguascalientes, Ags.San Yeni los altos, TLAX 92685",MPGO02
CLI00432,Amador Emilio Angulo,vanesa62@example.net,(634)817-0663x63041,"Cerrada México 076 904, Aguascalientes, Ags.San Gilberto de la Montaña, TLAX 58068-8978",MPGO01
CLI00433,Mtro. Lilia Cardenas,qalba@example.net,(087)272-3425x2575,"Ampliación República de Macedonia del Norte 165 Edif. 047 , Depto. 305, Aguascalientes, Ags.San Miriam de la Montaña, PUE 15726",MPGO03
CLI00434,Socorro Rentería Aparicio,montemayorirene@example.com,986.768.9069x418,"Eje vial Menéndez 068 Edif. 704 , Depto. 478, Aguascalientes, Ags.Nueva Gabón, HGO 92366",MPGO03
CLI00435,Estela Bernabé Jurado Lara,utejeda@example.com,318-881-2503,"Viaducto Guerrero 897 072, Aguascalientes, Ags.Nueva Islas Marshall, VER 31867",MPGO02
CLI00436,Eduardo Aguilar Matos,delia09@example.org,02509210440,"Circunvalación Cisneros 380 588, Aguascalientes, Ags.Vieja Kuwait, COAH 09659",MPGO02
CLI00437,Liliana Úrsula Páez,palaciosreina@example.org,00180893361,"Boulevard Bahrein 124 Edif. 772 , Depto. 444, Aguascalientes, Ags.San Cristal los bajos, QRO 53439",MPGO01
CLI00438,Cynthia Ruby Quintanilla,oscardominguez@example.com,1-680-783-6801x8963,"Corredor Rojo 836 Interior 033, Aguascalientes, Ags.Vieja Portugal, SIN 26568",MPGO03
CLI00439,Francisco Javier Cano Santacruz,correacristal@example.com,772.943.3016x819,"Circuito Norte Ordóñez 081 Edif. 190 , Depto. 004, Aguascalientes, Ags.Nueva Francia, MOR 58747",MPGO02
CLI00440,Ing. Alejandro Godoy,clemente13@example.org,006-486-4485,"Calle Singapur 992 732, Aguascalientes, Ags.San Celia los altos, CHIH 68887",MPGO03
CLI00441,Rubén Carrera Alba,agustin20@example.net,859-175-6255x01520,"Diagonal Bahrein 685 Edif. 277 , Depto. 573, Aguascalientes, Ags.San Elena los bajos, BC 48025",MPGO03
CLI00442,Enrique Tamayo,kmontero@example.org,733.345.5326x430,"Avenida Norte Salazar 435 Edif. 827 , Depto. 228, Aguascalientes, Ags.Vieja República Árabe Siria, MOR 03669-6278",MPGO03
CLI00443,Rosario Ponce Armendáriz,miguel-angel22@example.com,(067)427-3882x8560,"Pasaje Oaxaca 651 Edif. 245 , Depto. 247, Aguascalientes, Ags.Nueva Portugal, NAY 90035",MPGO03
CLI00444,Martha Homero Saucedo Benavides,rosariosaldana@example.org,(058)493-5441,"Diagonal México 111 576, Aguascalientes, Ags.San Gerónimo de la Montaña, DF 61142-4858",MPGO04
CLI00445,Sr(a). Guadalupe Guardado,apariciocamila@example.com,02679617208,"Calzada San Luis Potosí 495 Edif. 804 , Depto. 681, Aguascalientes, Ags.Nueva Países Bajos, OAX 66179-7605",MPGO02
CLI00446,Rodolfo Longoria,pascual39@example.org,01114132532,"Prolongación Bulgaria 757 Interior 064, Aguascalientes, Ags.San Miriam los altos, PUE 97250-4166",MPGO03
CLI00447,Isaac Palomino,ibalderas@example.org,09517647984,"Calzada Abrego 977 Interior 833, Aguascalientes, Ags.Nueva Gabón, MEX 85044",MPGO02
CLI00448,Emiliano del Valle,romerogabriel@example.org,208-067-4531x903,"Diagonal Marruecos 150 Edif. 294 , Depto. 742, Aguascalientes, Ags.Vieja Trinidad y Tabago, MEX 15632",MPGO04
CLI00449,Lorena Nevárez,chaconramon@example.org,372.872.8666x440,"Pasaje Sur Arias 840 073, Aguascalientes, Ags.San Armando de la Montaña, DF 23546",MPGO02
CLI00450,Mtro. Gloria Negrón,benjamin20@example.net,402-237-1888,"Eje vial Esquibel 889 598, Aguascalientes, Ags.Vieja Mozambique, COAH 82079-3326",MPGO03
CLI00451,Ramiro Páez López,elenacontreras@example.net,1-146-229-2570,"Privada Ordóñez 752 Edif. 626 , Depto. 447, Aguascalientes, Ags.Nueva Libia, TAB 21338",MPGO03
CLI00452,Marisol Cuellar,lourdes58@example.com,09759014930,"Prolongación Colima 844 Interior 113, Aguascalientes, Ags.San Arturo los altos, CHIS 40241",MPGO04
CLI00453,Sr(a). Gabriel Olivares,zoesalas@example.net,955-396-0785,"Calle Coahuila de Zaragoza 550 222, Aguascalientes, Ags.Vieja Uganda, CHIS 64518",MPGO04
CLI00454,Lic. Alfredo Cisneros,jorgehurtado@example.org,733-461-6930x4952,"Continuación Serrato 100 Interior 109, Aguascalientes, Ags.San José Manuél de la Montaña, CHIH 08015-3821",MPGO03
CLI00455,Silvia Camila Padrón,ucolunga@example.com,1-982-942-3074x2685,"Cerrada Pedroza 487 Interior 819, Aguascalientes, Ags.San Zeferino los altos, NAY 69966-6271",MPGO02
CLI00456,René Carla Amador Gurule,icanales@example.com,(848)820-8896,"Calle Norte Sauceda 304 858, Aguascalientes, Ags.Nueva Ghana, OAX 59582-9106",MPGO04
CLI00457,Ana María Hernádez Zaragoza,ayalasergio@example.net,1-798-155-3865,"Calle Haití 274 Interior 445, Aguascalientes, Ags.Vieja Gambia, QRO 72898-6257",MPGO02
CLI00458,Samuel Nancy Arce Montoya,cabreradaniel@example.org,(783)643-4825,"Continuación Swazilandia 420 Edif. 120 , Depto. 556, Aguascalientes, Ags.San Dulce de la Montaña, CAMP 06907",MPGO03
CLI00459,Rocío Mesa Villarreal,santanaisaac@example.com,1-680-802-9268,"Circunvalación Hernádez 997 Edif. 134 , Depto. 292, Aguascalientes, Ags.Nueva Grecia, NL 94738",MPGO03
CLI00460,Andrés Montaño,cmuro@example.com,00585831802,"Cerrada Ledesma 147 965, Aguascalientes, Ags.Vieja Bahrein, Q. ROO 42048",MPGO01
CLI00461,Karina Rodolfo Bustamante Ruiz,ivonne92@example.net,1-009-391-6530,"Viaducto Norte Zedillo 918 280, Aguascalientes, Ags.San María Elena los bajos, BCS 51985",MPGO03
CLI00462,Hermelinda Liliana Gutiérrez Moreno,teodoronarvaez@example.net,(548)989-9367x2618,"Avenida Roldán 410 873, Aguascalientes, Ags.Vieja Malta, CHIS 15727-4121",MPGO04
CLI00463,Catalina Suárez,benitezjos@example.com,(282)843-1114,"Calzada Singapur 956 862, Aguascalientes, Ags.Nueva Djibouti, CAMP 50201",MPGO02
CLI00464,Claudio Jonás Barela,rescobedo@example.com,173.395.4131,"Privada Reino Unido de Gran Bretaña e Irlanda del Norte 292 Edif. 409 , Depto. 998, Aguascalientes, Ags.Vieja Liberia, TAMPS 04000-6934",MPGO04
CLI00465,Sergio Reyna Gutiérrez,mflorez@example.com,(231)193-7727x1562,"Andador Sur Delgadillo 448 Interior 709, Aguascalientes, Ags.Vieja Mónaco, COAH 60498",MPGO03
CLI00466,Víctor Luis Reyes Crespo,elviravalladares@example.net,(356)198-8681x5792,"Corredor Estévez 067 Interior 492, Aguascalientes, Ags.Nueva Arabia Saudita, BCS 96448-6934",MPGO04
CLI00467,Lorenzo Alva Oquendo,casasflavio@example.net,1-966-352-1434,"Periférico Santillán 450 961, Aguascalientes, Ags.Nueva Bélgica, Q. ROO 32389",MPGO02
CLI00468,Leonel Hugo Riojas,cottoesmeralda@example.com,1-243-074-2517x9862,"Viaducto Sur Muro 169 Edif. 172 , Depto. 700, Aguascalientes, Ags.Vieja Bosnia y Herzegovina, CHIH 62504-8317",MPGO01
CLI00469,Ing. Celia Posada,anabarrios@example.org,(357)339-4855x4804,"Avenida Ghana 518 Edif. 817 , Depto. 384, Aguascalientes, Ags.Vieja Timor-Leste, QRO 99288-1051",MPGO04
CLI00470,Amador Ariadna Acuña,bfajardo@example.net,972-860-3335x6192,"Peatonal Norte Rolón 462 272, Aguascalientes, Ags.Nueva Tonga, MEX 76781",MPGO02
CLI00471,Ana Diana Tijerina Serrano,jnieves@example.net,09079963048,"Privada Gambia 850 461, Aguascalientes, Ags.Nueva Argelia, DGO 41613",MPGO02
CLI00472,Mtro. Nancy Rivero,ricardoalvarez@example.org,1-458-671-3819x36261,"Boulevard Croacia 719 Interior 888, Aguascalientes, Ags.Vieja Trinidad y Tabago, BC 09173",MPGO02
CLI00473,Abigail Marín,vanegasesperanza@example.org,1-382-297-9442,"Viaducto Norte Perea 640 557, Aguascalientes, Ags.Vieja Panamá, AGS 68493",MPGO03
CLI00474,Alvaro Claudio Rivero,srosado@example.net,1-064-543-2844,"Circunvalación Malta 898 Interior 211, Aguascalientes, Ags.San Adriana los altos, MICH 56958-1669",MPGO04
CLI00475,Gilberto Rosario Fonseca Archuleta,luevanorufino@example.com,1-222-085-2489x14733,"Pasaje Chiapas 752 Edif. 235 , Depto. 225, Aguascalientes, Ags.Nueva Togo, MICH 92864",MPGO03
CLI00476,Abel Villarreal Santillán,jaimemacias@example.net,(643)745-0204,"Callejón Oaxaca 897 Interior 558, Aguascalientes, Ags.Vieja República de Corea, BC 37230-6658",MPGO02
CLI00477,José Carlos Marisela Lara,rocio99@example.org,246-883-8823,"Retorno Norte Tapia 382 Interior 118, Aguascalientes, Ags.San María Luisa los bajos, COL 52341",MPGO03
CLI00478,Ing. Amelia Cervantes,monteroleonor@example.net,576.304.0168,"Peatonal Norte Esquivel 936 Edif. 149 , Depto. 683, Aguascalientes, Ags.Nueva Hungría, YUC 91836-6123",MPGO02
CLI00479,Ignacio Otero Piña,liliaozuna@example.net,1-728-282-3906x375,"Calle Chihuahua 822 Interior 023, Aguascalientes, Ags.San Manuel los altos, NL 99636-0132",MPGO01
CLI00480,Oswaldo Mauricio Razo Quezada,ogonzalez@example.com,(559)965-5110,"Prolongación República Dominicana 533 492, Aguascalientes, Ags.San Frida de la Montaña, SON 82437-6638",MPGO01
CLI00481,Virginia Héctor Mendoza Valenzuela,rafaelcordero@example.net,(776)485-8295,"Circunvalación Sinaloa 177 Interior 501, Aguascalientes, Ags.San Alonso los bajos, COAH 11288",MPGO04
CLI00482,Isabela Heredia Báez,nguajardo@example.org,345.987.2004x7426,"Viaducto Norte Bétancourt 198 946, Aguascalientes, Ags.San Carlota los bajos, TAB 87310-5283",MPGO03
CLI00483,Mtro. Gerardo Valdés,porfirio21@example.net,970.702.1679x80782,"Periférico de la Fuente 300 Edif. 371 , Depto. 263, Aguascalientes, Ags.Vieja Burkina Faso, JAL 02755",MPGO03
CLI00484,Citlali Frida Rentería de la Torre,claudia79@example.com,338.297.6901x266,"Ampliación Sur Jurado 449 Interior 188, Aguascalientes, Ags.San Leonel los altos, OAX 70522-0534",MPGO04
CLI00485,Daniela Roque,abrilviera@example.com,622-018-9482x83800,"Prolongación Malasia 995 Edif. 862 , Depto. 387, Aguascalientes, Ags.San Teresa de la Montaña, SIN 00949-5754",MPGO03
CLI00486,Amelia Carrillo Escamilla,alfredo13@example.org,(982)064-4581,"Continuación Irán 366 Interior 214, Aguascalientes, Ags.San Eloy los altos, SON 52775-6317",MPGO01
CLI00487,Dulce Lilia Pérez Zedillo,reynaldo27@example.org,1-488-651-1182,"Calzada Sur Fierro 453 Edif. 398 , Depto. 834, Aguascalientes, Ags.Vieja Estonia, ZAC 35645-3901",MPGO04
CLI00488,Rosario Sessa Núñez,celia74@example.org,077.803.1171x294,"Calzada Castillo 792 Edif. 825 , Depto. 303, Aguascalientes, Ags.Nueva Honduras, JAL 71192",MPGO01
CLI00489,Leticia Esperanza Ortiz Maestas,fcano@example.com,784.358.6379x594,"Privada Norte Jasso 016 425, Aguascalientes, Ags.Nueva Croacia, TAMPS 26738",MPGO04
CLI00490,Liliana María Teresa Zarate Cintrón,jose-eduardo77@example.net,(480)673-2668x90632,"Avenida Solís 339 640, Aguascalientes, Ags.Nueva Afganistán, MICH 49915",MPGO03
CLI00491,Sr(a). Jesús Barraza,silvia93@example.org,746.191.2454,"Cerrada Norte Villaseñor 525 Edif. 056 , Depto. 157, Aguascalientes, Ags.Nueva Uganda, COAH 07518",MPGO03
CLI00492,Rebeca Violeta Valle,villanuevarolando@example.org,1-171-856-4240,"Peatonal Sur Peres 244 Interior 111, Aguascalientes, Ags.San Silvia de la Montaña, COAH 96195-4236",MPGO02
CLI00493,Úrsula Celia Rael Mejía,pvarela@example.org,(835)882-0606,"Viaducto Sur Valles 722 244, Aguascalientes, Ags.San María Eugenia los altos, NAY 07272-9220",MPGO01
CLI00494,Ing. Fidel Arteaga,homero23@example.net,1-691-919-7997x8567,"Cerrada Norte Gurule 841 Interior 496, Aguascalientes, Ags.San Blanca de la Montaña, YUC 86680-4331",MPGO02
CLI00495,Elsa Flavio Carranza,javier16@example.com,(106)764-5084x905,"Avenida Namibia 163 837, Aguascalientes, Ags.San Estefanía los bajos, BC 64116",MPGO03
CLI00496,Pascual Perea,hbriseno@example.net,1-548-035-6172x014,"Circunvalación Rojo 859 327, Aguascalientes, Ags.San Norma de la Montaña, NL 43211-6511",MPGO01
CLI00497,Israel Carrillo Romo,david06@example.com,643-537-3390x112,"Calle Norte Salcedo 577 605, Aguascalientes, Ags.San Indira de la Montaña, Q. ROO 32354-2006",MPGO01
CLI00498,Mtro. Eugenia Colunga,clementeibarra@example.org,+65(7)8172141954,"Circuito Chiapas 233 Interior 442, Aguascalientes, Ags.San Luis Miguel de la Montaña, MEX 54339",MPGO03
CLI00499,Espartaco Corral Badillo,mcazares@example.net,+83(6)2087338657,"Continuación Portugal 974 Edif. 905 , Depto. 691, Aguascalientes, Ags.San Sonia los bajos, Q. ROO 26373-1752",MPGO03
CLI00500,Ing. Patricia Santillán,mmontes@example.com,(354)687-7483x35647,"Corredor Burkina Faso 797 Edif. 128 , Depto. 780, Aguascalientes, Ags.Vieja Pakistán, BC 90084-4773",MPGO02
